,Price,SQFT,rooms,Des
1797,"₹ 29 Lac
₹ 2,636/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sita Bari
1798,"₹ 55.6 Lac
₹ 4,000/sq.ft.","1,390 sq.ft.
(129 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1799,"₹ 40 Lac
₹ 2,667/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Gurjar Ki Thadi
1800,"₹ 34 Lac
₹ 2,720/sq.ft.","1,250 sq.ft.
(116 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Bhawani Nagar
1801,"₹ 24 Lac
₹ 800/sq.ft.","3,001 sq.ft.
(279 sq.m.) Plot Area",,Residential land / Plot in Renwal Manji
1802,"₹ 16.61 Lac
₹ 1,663/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Thikariya
1803,"₹ 40 Lac
₹ 1,469/sq.ft.","2,723 sq.ft.
(253 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1804,"₹ 6 Lac
₹ 6,000/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area",,Residential land / Plot in Jaipur
1805,"₹ 6 Lac
₹ 333/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in kishangarh
1806,"₹ 50 Lac
₹ 4,065/sq.ft.","1,230 sq.ft.
(114 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in 22 Godown
1807,"₹ 35.5 Lac
₹ 3,880/sq.ft.","915 sq.ft.
(85 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sodala Shayam Nagar
1808,"₹ 1.1 Cr
₹ 5,789/sq.ft.","1,900 sq.ft.
(177 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Bhrampuri
1809,"₹ 28 Lac
₹ 2,458/sq.ft.","1,139 sq.ft.
(106 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Lajpat Nagar
1810,"₹ 1.6 Cr
₹ 4,444/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area","6 BHK
8 Baths","6 Bedroom Independent House in Sushant city,kalwar road"
1811,"₹ 30.35 Lac
₹ 13,488/sq.ft.","225 sq.ft.
(21 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Serviced Apartment in Mahal Scheme
1812,"₹ 85 Lac
₹ 8,000/sq.ft.","1,125 sq.ft.
(105 sq.m.) Built-up Area","4 BHK
4 Baths",4 Bedroom Independent House in New Colony
1813,"₹ 20 Lac
₹ 2,222/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,"Residential land / Plot in Lakshya vihar, lakhesara,"
1814,"₹ 85 Lac
₹ 4,722/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","6 BHK
3 Baths",6 Bedroom Independent House in Near railway over bridge
1815,"₹ 8 Lac
₹ 824/sq.ft.","970 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Sumel
1816,"₹ 16 Lac
₹ 1,939/sq.ft.","825 sq.ft.
(77 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in 21 South Colony
1817,"₹ 22 Lac
₹ 196/sq.ft.","11,250 sq.ft.
(1045 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Kalwar Road
1818,"₹ 34.5 Lac
₹ 4,792/sq.ft.","720 sq.ft.
(67 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1819,"₹ 13 Lac
₹ 1,342/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Gadota
1820,"₹ 39 Lac
₹ 3,900/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Katewa Nagar
1821,"₹ 19.5 Lac
₹ 1,000/sq.ft.","2,399 sq.ft.
(223 sq.m.) Super built-up Area","2 BHK
1 Bath",2 BHK Independent Builder Floor in Niwaru
1822,"₹ 51 Lac
₹ 3,458/sq.ft.","1,475 sq.ft.
(137 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1823,"₹ 42 Lac
₹ 4,421/sq.ft.","950 sq.ft.
(88 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Laxman path
1824,"₹ 60 Lac
₹ 7,491/sq.ft.","801 sq.ft.
(74 sq.m.) Plot Area",,Residential land / Plot in Sundar Nagar
1825,"₹ 38 Lac
₹ 3,454/sq.ft.","1,100 sq.ft.
(102 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Tonk Road
1826,"₹ 40 Lac
₹ 5,000/sq.ft.","800 sq.ft.
(74 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kartarpura
1827,"₹ 90 Lac
₹ 4,690/sq.ft.","2,132 sq.ft.
(198 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Karolan Ka Barh
1828,"₹ 40 Lac
₹ 1,467/sq.ft.","2,727 sq.ft.
(253 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1829,"₹ 2.5 Lac
₹ 120/sq.ft.","2,084 sq.ft.
(194 sq.m.) Plot Area",,"Residential land / Plot in Village Gohandi, Tehsil Phagi"
1830,"₹ 62 Lac
₹ 3,647/sq.ft.","1,700 sq.ft.
(158 sq.m.) Super built-up Area","3 BHK
2 Baths","3 BHK Residential Apartment in Dr. Colony , Govind Nagar"
1831,"₹ 59 Lac
₹ 4,814/sq.ft.","1,350 sq.ft.
(125 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Modi Nagar
1832,"₹ 1.03 Cr
₹ 103,000/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area",,Residential land / Plot in Station Road
1833,"₹ 25 Lac
₹ 3,086/sq.ft.","810 sq.ft.
(75 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Jaisinghpura
1834,"₹ 52 Lac
₹ 1,913/sq.ft.","2,718 sq.ft.
(253 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1835,"₹ 36 Lac
₹ 2,240/sq.ft.","1,607 sq.ft.
(149 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Chokhi Dhani
1836,"₹ 25 Lac
₹ 2,777/sq.ft.","900 sq.ft.
(84 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1837,"₹ 26.5 Lac
₹ 3,117/sq.ft.","850 sq.ft.
(79 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Pratap Nagar-sector 28
1838,"₹ 65 Lac
₹ 5,350/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area","2 BHK
3 Baths",2 Bedroom Independent House in 200ft bypass niwaruroad
1839,"₹ 18.5 Lac
₹ 2,055/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mangalam Dwarika
1840,"₹ 80 Lac
₹ 3,342/sq.ft.","2,394 sq.ft.
(222 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1841,"₹ 45 Lac
₹ 1,250/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Ansal Sushant City Kalwar Toad
1842,"₹ 35 Lac
₹ 2,333/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Manglam City
1843,"₹ 45 Lac
₹ 2,970/sq.ft.","1,515 sq.ft.
(141 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sanganer
1844,"₹ 52 Lac
₹ 4,728/sq.ft.","1,100 sq.ft.
(102 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Kartarpura
1845,"₹ 23 Lac
₹ 3,455/sq.ft.","663 sq.ft.
(62 sq.m.) Carpet Area","2 BHK
1 Bath",2 BHK Residential Apartment in Pratap Nagar jaipur
1846,"₹ 17.9 Lac
₹ 1,989/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mahindra City
1847,"₹ 40 Lac
₹ 4,878/sq.ft.","820 sq.ft.
(76 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Akshit Enclave
1848,"₹ 35 Lac
₹ 3,571/sq.ft.","980 sq.ft.
(91 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Budhsinghpura
1849,"₹ 36 Lac
₹ 4,736/sq.ft.","760 sq.ft.
(71 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Jyothi Nagar
1850,"₹ 19.87 Lac
₹ 1,988/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1851,"₹ 35 Lac
₹ 2,148/sq.ft.","1,303 sq.ft.
(121 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
1852,"₹ 51.5 Lac
₹ 3,456/sq.ft.","1,490 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Ajmer Road
1853,"₹ 38 Lac
₹ 4,523/sq.ft.","840 sq.ft.
(78 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1854,"₹ 28 Lac
₹ 3,733/sq.ft.","750 sq.ft.
(70 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mahadev Nagar
1855,"₹ 30 Lac
₹ 4,000/sq.ft.","750 sq.ft.
(70 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gopalpura byepass
1856,"₹ 13 Lac
₹ 736/sq.ft.","1,766 sq.ft.
(164 sq.m.) Plot Area",,Residential land / Plot in Padampura
1857,"₹ 31.51 Lac
₹ 3,501/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in kalwar road jaipur
1858,"₹ 50 Lac
₹ 1,761/sq.ft.","2,556 sq.ft.
(237 sq.m.) Plot Area",,Residential land / Plot in Ganga Vihar Dadi Ka Phatak
1859,"₹ 4.5 Lac
₹ 5,063/sq.ft.","88 sq.ft.
(8 sq.m.) Plot Area",,Residential land / Plot in Manda Bhopawas
1860,"₹ 55 Lac
₹ 6,790/sq.ft.","810 sq.ft.
(75 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Meena Wala
1861,"₹ 55 Lac
₹ 4,584/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Vaishali Nagar
1862,"₹ 31 Lac
₹ 2,584/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","3 BHK
2 Baths","3 BHK Residential Apartment in Ganesh Nagar, Muhaha Mandi Road, Mansarovar, Jaipur"
1863,"₹ 57 Lac
₹ 5,605/sq.ft.","1,016 sq.ft.
(94 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-18 Pratap Nagar
1864,"₹ 37 Lac
₹ 3,363/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sector-8 Mansarovar
1865,"₹ 30 Lac
₹ 2,857/sq.ft.","875 sq.ft.
(81 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajmer Road
1866,"₹ 1.23 Cr
₹ 3,889/sq.ft.","3,150 sq.ft.
(293 sq.m.) Plot Area",,Residential land / Plot in Jothwara Kalwar Road
1867,"₹ 10 Lac
₹ 1,032/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in knota
1868,"₹ 4.5 Lac
₹ 454/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Dolatpura
1869,"₹ 38 Lac
₹ 3,324/sq.ft.","1,143 sq.ft.
(106 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1870,"₹ 50 Lac
₹ 3,196/sq.ft.","1,564 sq.ft.
(145 sq.m.) Super built-up Area","3 BHK
3 Baths","3 BHK Independent Builder Floor in Brijlalpura , 27 santosh nagar"
1871,"₹ 48 Lac
₹ 2,401/sq.ft.","1,999 sq.ft.
(186 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Muhana
1872,"₹ 1.95 Cr
₹ 10,570/sq.ft.","2,034 sq.ft.
(189 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in maharani farm
1873,"₹ 22.5 Lac
₹ 2,045/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ramnagariya
1874,"₹ 18 Lac
₹ 2,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1875,"₹ 13 Lac
₹ 2,272/sq.ft.","572 sq.ft.
(53 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Beelwa
1876,"₹ 25 Lac
₹ 2,028/sq.ft.","1,233 sq.ft.
(115 sq.m.) Plot Area",,Residential land / Plot in Mokhampura
1877,"₹ 50 Lac
₹ 6,173/sq.ft.","810 sq.ft.
(75 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in shyopur
1878,"₹ 40 Lac
₹ 3,149/sq.ft.","1,270 sq.ft.
(118 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Patrakar Colony R.R Nagar
1879,"₹ 1.1 Cr
₹ 6,414/sq.ft.","1,715 sq.ft.
(159 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mahaveer Nagar
1880,"₹ 10 Lac
₹ 1,032/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in kalpana nager agra road
1881,"₹ 50 Lac
₹ 1,858/sq.ft.","2,691 sq.ft.
(250 sq.m.) Plot Area",,Residential land / Plot in Renwal Manji
1882,"₹ 24 Lac
₹ 3,631/sq.ft.","661 sq.ft.
(61 sq.m.) Built-up Area","2 BHK
1 Bath",2 BHK Independent Builder Floor in Hawa Sadak
1883,"₹ 21 Lac
₹ 2,800/sq.ft.","750 sq.ft.
(70 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Parmanand Nagar
1884,"₹ 45 Lac
₹ 3,477/sq.ft.","1,294 sq.ft.
(120 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Choudhary RoduRam Nagar
1885,"₹ 1.05 Cr
₹ 5,469/sq.ft.","1,920 sq.ft.
(178 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Johri Bazar
1886,"₹ 31 Lac
₹ 2,461/sq.ft.","1,260 sq.ft.
(117 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Niwaru Road
1887,"₹ 4.86 Cr
₹ 155/sq.ft.","313,631 sq.ft.
(29137 sq.m.) Plot Area",,Residential land / Plot in Bagru
1888,"₹ 45 Lac
₹ 5,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","5 BHK
3 Baths",5 Bedroom Independent House in Boytawala
1889,"₹ 95 Lac
₹ 6,597/sq.ft.","1,440 sq.ft.
(134 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Shiv Shakti Nagar Jagatpura Road
1890,"₹ 99 Lac
₹ 6,600/sq.ft.","1,500 sq.ft.
(139 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Sultan Nagar
1891,"₹ 50 Lac
₹ 5,494/sq.ft.","910 sq.ft.
(85 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Satya Nagar Jhotwara
1892,"₹ 52 Lac
₹ 3,006/sq.ft.","1,730 sq.ft.
(161 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in MURLIPURA
1893,"₹ 90 Lac
₹ 15,000/sq.ft.","600 sq.ft.
(56 sq.m.) Built-up Area","3 BHK
1 Bath",3 Bedroom Independent House in Dadu Nagar
1894,"₹ 40 Lac
₹ 2,868/sq.ft.","1,325 sq.ft.
(123 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vatika
1895,"₹ 44 Lac
₹ 1,948/sq.ft.","2,259 sq.ft.
(210 sq.m.) Plot Area",,Residential land / Plot in sun city
1896,"₹ 46 Lac
₹ 3,407/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Residential Apartment in Ajmer Road
1897,"₹ 14 Lac
₹ 2,434/sq.ft.","575 sq.ft.
(53 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Residential Apartment in Chokhi Dhani
1898,"₹ 75 Lac
₹ 7,576/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area","3 BHK
1 Bath",3 Bedroom Independent House in Shankar Nagar
1899,Price on Request,"535 sq.ft.
(50 sq.m.) Plot Area",,Residential land / Plot in Diggi Road
1900,"₹ 2.9 Cr
₹ 8,315/sq.ft.","3,487 sq.ft.
(324 sq.m.) Plot Area","6 BHK
4 Baths",6 Bedroom Independent House in Mansarovar
1901,"₹ 40 Lac
₹ 3,333/sq.ft.","1,200 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ramnagariya
1902,"₹ 25.5 Lac
₹ 1,943/sq.ft.","1,313 sq.ft.
(122 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ajairajpura
1903,"₹ 48 Lac
₹ 2,666/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Pashupati Nath Nagar
1904,"₹ 16.9 Lac
₹ 1,878/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1905,"₹ 20 Lac
₹ 2,500/sq.ft.","800 sq.ft.
(74 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Shivdaspura
1906,"₹ 33 Lac
₹ 2,758/sq.ft.","1,150 sq.ft.
(107 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Heerapura
1907,"₹ 45 Lac
₹ 5,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Jaisingh Pura Khor
1908,"₹ 14.25 Lac
₹ 1,055/sq.ft.","1,350 sq.ft.
(125 sq.m.) Plot Area",,Residential land / Plot in Riico Bagru Extension
1909,"₹ 1.2 Cr
₹ 9,290/sq.ft.","1,291 sq.ft.
(120 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Zone 53
1910,"₹ 16 Lac
₹ 2,910/sq.ft.","550 sq.ft.
(51 sq.m.) Super built-up Area","1 BHK
1 Bath","1 BHK Residential Apartment in khatipura, sirsi road"
1911,"₹ 65 Lac
₹ 5,430/sq.ft.","1,197 sq.ft.
(111 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Kanota
1912,"₹ 30 Lac
₹ 1,282/sq.ft.","2,340 sq.ft.
(217 sq.m.) Plot Area",,Residential land / Plot in kalavad road
1913,"₹ 43 Lac
₹ 1,129/sq.ft.","3,807 sq.ft.
(354 sq.m.) Plot Area",,Residential land / Plot in ram singh pura
1914,"₹ 41 Lac
₹ 3,519/sq.ft.","1,165 sq.ft.
(108 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Manchwa
1915,"₹ 17.9 Lac
₹ 1,989/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1916,"₹ 1.5 Cr
₹ 12,500/sq.ft.","1,200 sq.ft.
(111 sq.m.) Plot Area",,"Residential land / Plot in Jaipur Central, Ramnagar Extension Sewaz Farm Sodala"
1917,"₹ 48 Lac
₹ 8,081/sq.ft.","594 sq.ft.
(55 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Ganatpura
1918,"₹ 99 Lac
₹ 162/sq.ft.","60,983 sq.ft.
(5666 sq.m.) Plot Area",,Residential land / Plot in Tilawala
1919,"₹ 49 Lac
₹ 2,722/sq.ft.","1,800 sq.ft.
(167 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Independent Builder Floor in Saraswati Nagar
1920,"₹ 55 Lac
₹ 5,166/sq.ft.","1,290 sq.ft.
(120 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Chitrakoot
1921,"₹ 8.5 Lac
₹ 850/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in NEAR JCB
1922,"₹ 1 Cr
₹ 6,693/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area","6 BHK
3 Baths","6 Bedroom Independent House in Revenue Village Sanganer,Jaipur, Rajasthan"
1923,"₹ 15.5 Lac
₹ 1,550/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1924,"₹ 3 Cr
₹ 42,857/sq.ft.","700 sq.ft.
(65 sq.m.) Plot Area","5 BHK
3 Baths",5 Bedroom Independent House in Chaura rasta
1925,"₹ 42 Lac
₹ 2,558/sq.ft.","1,642 sq.ft.
(153 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1926,"₹ 35 Lac
₹ 4,666/sq.ft.","750 sq.ft.
(70 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Nandpuri Colony
1927,"₹ 20 Lac
₹ 2,000/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in nangal susawachal
1928,"₹ 28 Lac
₹ 2,800/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar Colony
1929,"₹ 4.25 Cr
₹ 30,466/sq.ft.","1,395 sq.ft.
(130 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Indira Bazar
1930,"₹ 68 Lac
₹ 4,000/sq.ft.","1,700 sq.ft.
(158 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1931,"₹ 29 Lac
₹ 53,846/sq.ft.","65 sq.ft.
(6 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Govindpura Kardhani Scheme
1932,"₹ 1.5 Cr
₹ 4,444/sq.ft.","1,602 sq.ft.
(149 sq.m.) Plot Area","7 BHK
6 Baths",7 Bedroom Independent House in Bindayaka
1933,"₹ 50 Lac
₹ 3,465/sq.ft.","1,443 sq.ft.
(134 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sirsi Road
1934,"₹ 47 Lac
₹ 3,298/sq.ft.","1,425 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Near Sikar Road
1935,"₹ 35 Lac
₹ 2,274/sq.ft.","1,539 sq.ft.
(143 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Ajmer Road
1936,"₹ 65 Lac
₹ 5,909/sq.ft.","1,100 sq.ft.
(102 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Residential Apartment in Near Chitrakoot Academy School
1937,"₹ 17 Lac
₹ 1,700/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1938,"₹ 80 Lac
₹ 4,898/sq.ft.","1,633 sq.ft.
(152 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Krishna Sagar Colony
1939,"₹ 54 Lac
₹ 3,609/sq.ft.","1,496 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
1940,"₹ 35 Lac
₹ 1,250/sq.ft.","2,800 sq.ft.
(260 sq.m.) Plot Area",,Residential land / Plot in Chaksu
1941,"₹ 60 Lac
₹ 4,124/sq.ft.","1,455 sq.ft.
(135 sq.m.) Built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1942,"₹ 20 Lac
₹ 1,250/sq.ft.","1,600 sq.ft.
(149 sq.m.) Plot Area",,Residential land / Plot in atkalwar road hatoj
1943,"₹ 95 Lac
₹ 6,786/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","4 BHK
4 Baths",4 BHK Residential Apartment in vidyut nagar
1944,"₹ 1 Cr
₹ 6,061/sq.ft.","1,650 sq.ft.
(153 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in ALANKAR PG COLLEGE
1945,"₹ 1.5 Cr
₹ 8,333/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,"Residential land / Plot in Jagdamba Nagar,Chitrakoot West,Near 200 Feet Bypas"
1946,"₹ 35 Lac
₹ 2,209/sq.ft.","1,585 sq.ft.
(147 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Shivdaspura
1947,"₹ 39 Lac
₹ 3,714/sq.ft.","1,050 sq.ft.
(98 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Niwaru Road
1948,"₹ 85 Lac
₹ 5,000/sq.ft.","1,700 sq.ft.
(158 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
1949,"₹ 95 Lac
₹ 8,497/sq.ft.","1,118 sq.ft.
(104 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sodala
1950,"₹ 47 Lac
₹ 4,017/sq.ft.","1,170 sq.ft.
(109 sq.m.) Built-up Area","2 BHK
2 Baths","2 BHK Residential Apartment in Near Kesar Chowk, Mansarovar Extension"
1951,"₹ 56 Lac
₹ 4,071/sq.ft.","1,375 sq.ft.
(128 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Jagatpura
1952,"₹ 47 Lac
₹ 3,295/sq.ft.","1,426 sq.ft.
(132 sq.m.) Super built-up Area","3 BHK
3 Baths","3 BHK Residential Apartment in Shri Niwas Nagar, Road No - 06"
1953,"₹ 16.35 Lac
₹ 2,180/sq.ft.","750 sq.ft.
(70 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Bindayaka
1954,"₹ 15.21 Lac
₹ 1,521/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Kheda Jagannath Pura
1955,"₹ 5.95 Cr
₹ 201/sq.ft.","296,207 sq.ft.
(27519 sq.m.) Plot Area",,Residential land / Plot in Manoharpur
1956,"₹ 14 Lac
₹ 778/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Phagi
1957,"₹ 59 Lac
₹ 3,575/sq.ft.","1,650 sq.ft.
(153 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Barhmohanpura
1958,"₹ 1.65 Cr
₹ 4,583/sq.ft.","3,600 sq.ft.
(334 sq.m.) Super built-up Area","7 BHK
7 Baths",7 BHK Independent Builder Floor in Pratap Nagar Sector 3
