,Price,SQFT,rooms,Des
1070,"₹ 13.95 Lac - 1.44 Cr
₹ 1,357/sq.ft.","900-10,800 sq.ft.
(84-1003 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1071,"₹ 18.9 Lac
₹ 2,100/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1072,"₹ 7 Lac
₹ 1,200/sq.ft.","500 sq.ft.
(46 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Kalwara
1073,"₹ 42 Lac
₹ 3,574/sq.ft.","1,175 sq.ft.
(109 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1074,"₹ 2.5 Cr
₹ 7,329/sq.ft.","3,411 sq.ft.
(317 sq.m.) Plot Area",,Residential land / Plot in Mahesh Nagar
1075,"₹ 38 Lac
₹ 2,467/sq.ft.","1,540 sq.ft.
(143 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Vaishali Nagar
1076,"₹ 33.6 Lac
₹ 2,800/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Patrakar Colony
1077,"₹ 90 Lac
₹ 5,474/sq.ft.","1,644 sq.ft.
(153 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Bani Park
1078,"₹ 63 Lac
₹ 5,000/sq.ft.","1,260 sq.ft.
(117 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Bani Park
1079,"₹ 40 Lac
₹ 3,333/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Heera Nagar
1080,"₹ 96 Lac
₹ 5,907/sq.ft.","1,625 sq.ft.
(151 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vaishali Nagar
1081,"₹ 35 Lac
₹ 2,916/sq.ft.","1,200 sq.ft.
(111 sq.m.) Carpet Area","4 BHK
3 Baths",4 BHK Residential Apartment in Pratap Nagar
1082,"₹ 35.5 Lac
₹ 3,944/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Jhotwara
1083,"₹ 35 Lac
₹ 2,592/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jagatpura
1084,"₹ 10 Lac
₹ 1,858/sq.ft.","538 sq.ft.
(50 sq.m.) Plot Area",,Residential land / Plot in Mahindra City
1085,"₹ 60 Lac
₹ 6,429/sq.ft.","933 sq.ft.
(87 sq.m.) Plot Area",,Residential land / Plot in Nandpuri
1086,"₹ 22.5 Lac
₹ 2,184/sq.ft.","1,030 sq.ft.
(96 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ram Nagar Extension
1087,"₹ 12 Lac
₹ 6,000/sq.ft.","200 sq.ft.
(19 sq.m.) Plot Area",,Residential land / Plot in Shivdaspura
1088,"₹ 36 Lac
₹ 2,830/sq.ft.","1,271 sq.ft.
(118 sq.m.) Built-up Area",3 BHK,3 Bedroom Independent House in Mahapura
1089,"₹ 35 Lac
₹ 3,889/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Govindpura
1090,"₹ 33 Lac
₹ 3,819/sq.ft.","864 sq.ft.
(80 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1091,"₹ 13.25 Lac
₹ 1,178/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1092,"₹ 90 Lac
₹ 5,625/sq.ft.","1,600 sq.ft.
(149 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Sanganer
1093,"₹ 52.92 Lac
₹ 1,951/sq.ft.","2,712 sq.ft.
(252 sq.m.) Plot Area",,Residential land / Plot in Muhana
1094,"₹ 90 Lac
₹ 42,056/sq.ft.","214 sq.ft.
(20 sq.m.) Plot Area",,Residential land / Plot in Indra Vihar
1095,"₹ 29 Lac
₹ 1,549/sq.ft.","1,872 sq.ft.
(174 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1096,"₹ 70 Lac
₹ 1,556/sq.ft.","4,500 sq.ft.
(418 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1097,"₹ 17.5 Lac
₹ 667/sq.ft.","2,632 sq.ft.
(245 sq.m.) Plot Area",,Residential land / Plot in Near Chomu
1098,"₹ 35 Lac
₹ 2,978/sq.ft.","1,175 sq.ft.
(109 sq.m.) Carpet Area","3 BHK
2 Baths","3 BHK Residential Apartment in R R Nagar, Mansarovar"
1099,"₹ 60 Lac
₹ 3,750/sq.ft.","1,600 sq.ft.
(149 sq.m.) Built-up Area",3 BHK,3 Bedroom Independent House in Mansarovar Extension
1100,"₹ 65 Lac
₹ 3,243/sq.ft.","1,850 sq.ft.
(172 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Ajmer Road
1101,"₹ 44 Lac
₹ 2,627/sq.ft.","1,675 sq.ft.
(156 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1102,"₹ 11.66 Lac
₹ 1,167/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1103,"₹ 30 Lac
₹ 3,333/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Sirsi
1104,"₹ 7.5 Lac
₹ 750/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Abhinav Vihar
1105,"₹ 25 Lac
₹ 2,272/sq.ft.","1,100 sq.ft.
(102 sq.m.) Plot Area",,Residential land / Plot in Muhana
1106,"₹ 40 Lac
₹ 4,444/sq.ft.","900 sq.ft.
(84 sq.m.) Carpet Area","2 BHK
1 Bath",2 BHK Residential Apartment in Jawahar Nagar
1107,"₹ 1.5 Cr
₹ 4,809/sq.ft.","3,119 sq.ft.
(290 sq.m.) Plot Area","5 BHK
4 Baths",5 Bedroom Independent House in Jhotwara
1108,"₹ 1.3 Cr
₹ 5,050/sq.ft.","2,574 sq.ft.
(239 sq.m.) Plot Area","4 BHK
2 Baths","4 Bedroom Independent House in 9-10 ayodhya nagar triveni ,jaipur.."
1109,"₹ 1.3 Cr
₹ 45,454/sq.ft.","286 sq.ft.
(27 sq.m.) Carpet Area","3 BHK
2 Baths","3 BHK Independent Builder Floor in ayodhya nagar ,Gopalpura Bypass jaipur"
1110,"₹ 38 Lac
₹ 3,800/sq.ft.","1,000 sq.ft.
(93 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Swage Farm
1111,"₹ 50 Lac
₹ 3,703/sq.ft.","1,350 sq.ft.
(125 sq.m.) Built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Govindpuri
1112,"₹ 40 Lac
₹ 8,159/sq.ft.","490 sq.ft.
(46 sq.m.) Plot Area","3 BHK
3 Baths","3 Bedroom Independent House in Kaveri path, Mansarovar"
1113,"₹ 13.75 Lac
₹ 556/sq.ft.","2,475 sq.ft.
(230 sq.m.) Plot Area",,Residential land / Plot in Vinayak Vihar
1114,"₹ 28 Lac
₹ 5,600/sq.ft.","500 sq.ft.
(46 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Chandpole
1115,"₹ 20 Lac
₹ 2,052/sq.ft.","975 sq.ft.
(91 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jaisinghpura
1116,"₹ 35 Lac
₹ 2,916/sq.ft.","1,200 sq.ft.
(111 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Patrakar Colony
1117,"₹ 51.51 Lac
₹ 4,124/sq.ft.","1,249 sq.ft.
(116 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vidhyadhar Nagar
1118,"₹ 35 Lac
₹ 3,888/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Sector 26 Jaipur
1119,"₹ 10.5 Lac
₹ 9,500/sq.ft.","111 sq.ft.
(10 sq.m.) Plot Area",,Residential land / Plot in Vatika
1120,"₹ 17 Lac
₹ 10,240/sq.ft.","166 sq.ft.
(15 sq.m.) Plot Area",,Residential land / Plot in Mahindra Sez
1121,"₹ 22 Lac
₹ 1,222/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1122,"₹ 25 Lac
₹ 2,941/sq.ft.","850 sq.ft.
(79 sq.m.) Carpet Area","2 BHK
2 Baths","2 BHK Residential Apartment in Near Rangoli Garden , Rangoli Greens"
1123,"₹ 8 Lac
₹ 711/sq.ft.","1,125 sq.ft.
(105 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1124,"₹ 30 Lac
₹ 2,803/sq.ft.","1,070 sq.ft.
(99 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jagatpura
1125,"₹ 60 Lac
₹ 3,592/sq.ft.","1,670 sq.ft.
(155 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mansarovar Extension
1126,"₹ 10.99 Lac
₹ 3,532/sq.ft.","311 sq.ft.
(29 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
1127,"₹ 79 Lac
₹ 4,931/sq.ft.","1,602 sq.ft.
(149 sq.m.) Plot Area","4 BHK
5 Baths","4 Bedroom Independent House in Gandhipath West,Lalarpura"
1128,"₹ 24 Lac
₹ 1,975/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area","2 BHK
1 Bath",2 Bedroom Independent House in Vishwakarma Industrial Area
1129,"₹ 70.7 Lac
₹ 3,927/sq.ft.","1,800 sq.ft.
(167 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Vaishali Nagar
1130,Price on Request,"3,000 sq.ft.
(279 sq.m.) Plot Area",,Residential property in Sodala
1131,"₹ 27 Lac
₹ 3,409/sq.ft.","792 sq.ft.
(74 sq.m.) Plot Area","3 BHK
3 Baths","3 Bedroom Independent House in inside balaji mangalam City,Sirsi, Bindayaka, Jaipur"
1132,"₹ 5.5 Lac
₹ 550/sq.ft.","1,000 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Ramgarh
1133,"₹ 26 Lac
₹ 545/sq.ft.","4,770 sq.ft.
(443 sq.m.) Plot Area",,Residential land / Plot in Bagru
1134,"₹ 10 Lac
₹ 2,000/sq.ft.","500 sq.ft.
(46 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
1135,"₹ 62 Lac
₹ 5,123/sq.ft.","1,210 sq.ft.
(112 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1136,"₹ 1.75 Cr
₹ 145,833/sq.ft.","120 sq.ft.
(11 sq.m.) Plot Area","6 BHK
3 Baths",6 Bedroom Independent House in rhb mansarover
1137,"₹ 38 Lac
₹ 3,867/sq.ft.","982 sq.ft.
(91 sq.m.) Built-up Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
1138,"₹ 78 Lac
₹ 4,216/sq.ft.","1,850 sq.ft.
(172 sq.m.) Super built-up Area","3 BHK
4 Baths",3 BHK Independent Builder Floor in Kankha Ki Dhani
1139,"₹ 75 Lac
₹ 4,762/sq.ft.","1,575 sq.ft.
(146 sq.m.) Plot Area","2 BHK
3 Baths",2 Bedroom Independent House in Jhotwara
1140,"₹ 40 Lac
₹ 2,666/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Vaishali Nagar
1141,"₹ 14.75 Lac
₹ 1,639/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1142,"₹ 25 Lac
₹ 3,292/sq.ft.","820 sq.ft.
(76 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Gandhi Path
1143,"₹ 30 Lac
₹ 1,111/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1144,"₹ 22 Lac
₹ 3,520/sq.ft.","625 sq.ft.
(58 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Mansarovar Extension
1145,"₹ 20 Lac
₹ 2,222/sq.ft.","900 sq.ft.
(84 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Niwaru Road
1146,"₹ 10 Lac
₹ 823/sq.ft.","1,215 sq.ft.
(113 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1147,"₹ 24.5 Lac
₹ 1,361/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Jamdoli
1148,"₹ 8 Lac
₹ 335/sq.ft.","2,389 sq.ft.
(222 sq.m.) Plot Area",,Residential land / Plot in Padampura
1149,"₹ 3 Lac
₹ 666/sq.ft.","450 sq.ft.
(42 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1150,"₹ 70 Lac
₹ 5,000/sq.ft.","1,400 sq.ft.
(130 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Sikar Road
1151,"₹ 80 Lac
₹ 4,000/sq.ft.","2,000 sq.ft.
(186 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Vidhyadhar Nagar
1152,"₹ 32 Lac
₹ 833/sq.ft.","3,600 sq.ft.
(334 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1153,"₹ 39 Lac
₹ 1,444/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1154,"₹ 16 Lac
₹ 1,778/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area",,Residential land / Plot in Bhankrota
1155,"₹ 25 Lac
₹ 1,667/sq.ft.","1,499 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1156,"₹ 8.5 Lac
₹ 1,683/sq.ft.","505 sq.ft.
(47 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Govindpura
1157,"₹ 67.9 Lac
₹ 4,682/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Mahesh Nagar
1158,"₹ 75 Lac
₹ 8,928/sq.ft.","840 sq.ft.
(78 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Gandhi Path
1159,"₹ 55 Lac
₹ 4,074/sq.ft.","1,500 sq.ft.
(139 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in NRI Colony
1160,"₹ 36 Lac
₹ 4,067/sq.ft.","885 sq.ft.
(82 sq.m.) Carpet Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Dadi Ka Phatak
1161,"₹ 30 Lac
₹ 1,111/sq.ft.","2,700 sq.ft.
(251 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1162,"₹ 20 Lac
₹ 10,000/sq.ft.","200 sq.ft.
(19 sq.m.) Plot Area",,Residential land / Plot in Vatika
1163,"₹ 12 Lac
₹ 2,667/sq.ft.","450 sq.ft.
(42 sq.m.) Super built-up Area","1 RK
1 Bath",(1 RK) Studio Apartment in Mahindra Sez
1164,"₹ 38 Lac
₹ 2,814/sq.ft.","1,350 sq.ft.
(125 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Vaishali Nagar
1165,"₹ 11 Lac
₹ 3,255/sq.ft.","338 sq.ft.
(31 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Pratap Nagar
1166,"₹ 81 Lac
₹ 5,357/sq.ft.","1,512 sq.ft.
(140 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Mahapura
1167,"₹ 1.2 Cr
₹ 5,168/sq.ft.","2,322 sq.ft.
(216 sq.m.) Plot Area","4 BHK
3 Baths",4 Bedroom Independent House in Jhotwara
1168,"₹ 27 Lac
₹ 3,461/sq.ft.","780 sq.ft.
(72 sq.m.) Plot Area","5 BHK
4 Baths",5 Bedroom Independent House in Kalwar Road
1169,"₹ 49 Lac
₹ 4,900/sq.ft.","1,000 sq.ft.
(93 sq.m.) Carpet Area","4 BHK
3 Baths",4 BHK Independent Builder Floor in Vidhyadhar Nagar
1170,"₹ 8 Lac
₹ 1,185/sq.ft.","675 sq.ft.
(63 sq.m.) Plot Area","1 BHK
1 Bath",1 Bedroom Independent House in Chaksu
1171,"₹ 6.79 Cr
₹ 12,574/sq.ft.","5,400 sq.ft.
(502 sq.m.) Plot Area",,Residential land / Plot in Shastri Nagar
1172,"₹ 78 Lac
₹ 7,222/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area","5 BHK
4 Baths","5 Bedroom Independent House in Gopal Nagar, Maniyawas"
1173,"₹ 36 Lac
₹ 3,272/sq.ft.","1,100 sq.ft.
(102 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1174,"₹ 2.2 Cr
₹ 6,173/sq.ft.","3,564 sq.ft.
(331 sq.m.) Plot Area",,Residential land / Plot in polovictory
1175,"₹ 2.5 Cr
₹ 2,083/sq.ft.","12,000 sq.ft.
(1115 sq.m.) Plot Area",,Residential land / Plot in Sanganer
1176,"₹ 24 Lac
₹ 24,000/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area","3 BHK
2 Baths",3 Bedroom Independent House in Kalwar Road
1177,"₹ 10 Lac
₹ 1,818/sq.ft.","550 sq.ft.
(51 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Residential Apartment in Ajmer Road
1178,"₹ 11.25 Lac
₹ 1,157/sq.ft.","972 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Kalwar Road
1179,"₹ 30.5 Lac
₹ 1,629/sq.ft.","1,872 sq.ft.
(174 sq.m.) Plot Area",,Residential land / Plot in Mahapura
1180,"₹ 35 Lac
₹ 2,926/sq.ft.","1,196 sq.ft.
(111 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Siddharth Nagar
1181,"₹ 42 Lac
₹ 5,600/sq.ft.","750 sq.ft.
(70 sq.m.) Plot Area","2 BHK
3 Baths",2 Bedroom Independent House in Near Aayappa temple
1182,"₹ 80 Lac
₹ 556/sq.ft.","14,400 sq.ft.
(1338 sq.m.) Plot Area",,Residential land / Plot in Amer
1183,"₹ 9 Lac
₹ 1,175/sq.ft.","765 sq.ft.
(71 sq.m.) Plot Area",,Residential land / Plot in Ajmer Road
1184,"₹ 42 Lac
₹ 4,055/sq.ft.","1,036 sq.ft.
(96 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Durgapura
1185,"₹ 2.5 Cr
₹ 10,417/sq.ft.","2,400 sq.ft.
(223 sq.m.) Built-up Area","3 BHK
2 Baths",3 Bedroom Independent House in Shastri Nagar
1186,"₹ 10 Lac
₹ 556/sq.ft.","1,485 sq.ft.
(138 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1187,"₹ 68 Lac
₹ 61,261/sq.ft.","111 sq.ft.
(10 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in Sikar Road
1188,"₹ 1.8 Cr
₹ 6,428/sq.ft.","2,800 sq.ft.
(260 sq.m.) Plot Area","4 BHK
4 Baths",4 Bedroom Independent House in vaishali nagar
1189,"₹ 38 Lac
₹ 3,454/sq.ft.","1,100 sq.ft.
(102 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Mansarovar
1190,"₹ 7 Lac
₹ 1,272/sq.ft.","550 sq.ft.
(51 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Jobner
1191,"₹ 42 Lac
₹ 2,333/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Goner Road
1192,"₹ 6 Lac
₹ 619/sq.ft.","968 sq.ft.
(90 sq.m.) Plot Area",,Residential land / Plot in Bagru
1193,"₹ 26.2 Lac
₹ 3,195/sq.ft.","820 sq.ft.
(76 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Gandhi Path
1194,"₹ 75 Lac
₹ 8,013/sq.ft.","936 sq.ft.
(87 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in gopal pura bypass
1195,"₹ 3.11 Lac
₹ 311/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in kansel
1196,"₹ 45 Lac
₹ 2,778/sq.ft.","1,620 sq.ft.
(151 sq.m.) Plot Area",,Residential land / Plot in Jagatpura
1197,"₹ 35 Lac
₹ 4,605/sq.ft.","760 sq.ft.
(71 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Niwaru Road
1198,"₹ 45 Lac
₹ 3,000/sq.ft.","108 sq.ft.
(10 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Bindayaka
1199,"₹ 44 Lac
₹ 2,444/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Chomu
1200,"₹ 60 Lac
₹ 4,138/sq.ft.","1,450 sq.ft.
(135 sq.m.) Super built-up Area","4 BHK
3 Baths",4 BHK Residential Apartment in Chitrakoot
1201,"₹ 29 Lac
₹ 2,387/sq.ft.","1,215 sq.ft.
(113 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Hathoj
1202,"₹ 12 Lac
₹ 667/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,"Residential land / Plot in MAIN NH-12 TONK ROAD,"
1203,"₹ 7 Lac
₹ 1,272/sq.ft.","550 sq.ft.
(51 sq.m.) Built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Kalwar Road
1204,"₹ 3 Lac
₹ 167/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1205,"₹ 21 Lac
₹ 2,625/sq.ft.","800 sq.ft.
(74 sq.m.) Built-up Area","2 BHK
2 Baths",2 BHK Independent Builder Floor in Sirsi Road
1206,"₹ 1.45 Cr
₹ 11,788/sq.ft.","1,230 sq.ft.
(114 sq.m.) Plot Area","4 BHK
2 Baths",4 Bedroom Independent House in Malviya Nagar
1207,"₹ 28 Lac
₹ 1,058/sq.ft.","2,646 sq.ft.
(246 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Residential Apartment in Jhotwara
1208,"₹ 29 Lac
₹ 2,071/sq.ft.","1,400 sq.ft.
(130 sq.m.) Super built-up Area","3 BHK
2 Baths",3 BHK Independent Builder Floor in Jagatpura
1209,"₹ 80 Lac
₹ 7,407/sq.ft.","1,080 sq.ft.
(100 sq.m.) Plot Area",,Residential land / Plot in Tonk Road
1210,"₹ 50 Lac
₹ 6,614/sq.ft.","756 sq.ft.
(70 sq.m.) Plot Area","3 BHK
3 Baths",3 Bedroom Independent House in Jhotwara
1211,"₹ 9.5 Lac
₹ 1,065/sq.ft.","891 sq.ft.
(83 sq.m.) Plot Area",,Residential land / Plot in Lalchandpura
1212,"₹ 23 Lac
₹ 2,300/sq.ft.","1,000 sq.ft.
(93 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Muhana
1213,"₹ 9 Lac
₹ 909/sq.ft.","990 sq.ft.
(92 sq.m.) Plot Area",,Residential land / Plot in Raghunath Vihar
1214,"₹ 24 Lac
₹ 5,084/sq.ft.","472 sq.ft.
(44 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sikar Road
1215,"₹ 10.55 Lac
₹ 1,056/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Vatika
1216,"₹ 16.67 Lac
₹ 1,667/sq.ft.","999 sq.ft.
(93 sq.m.) Plot Area",,Residential land / Plot in Bindayaka
1217,"₹ 46 Lac
₹ 5,156/sq.ft.","892 sq.ft.
(83 sq.m.) Carpet Area","3 BHK
3 Baths",3 BHK Residential Apartment in Sikar Road
1218,"₹ 25.5 Lac
₹ 25,500/sq.ft.","100 sq.ft.
(9 sq.m.) Plot Area","3 BHK
1 Bath","3 Bedroom Independent House in Balaji Vihar, Machwa, Kalwar Road"
1219,"₹ 24 Lac
₹ 2,580/sq.ft.","930 sq.ft.
(86 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sikar Road
1220,"₹ 2.5 Cr
₹ 7,309/sq.ft.","3,420 sq.ft.
(318 sq.m.) Plot Area","5 BHK
5 Baths",5 Bedroom Farm house in Jaisinghpura
1221,"₹ 14 Lac
₹ 1,647/sq.ft.","850 sq.ft.
(79 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Kalwar Road
1222,"₹ 2 Cr
₹ 11,111/sq.ft.","1,800 sq.ft.
(167 sq.m.) Plot Area","5 BHK
4 Baths",5 Bedroom Independent House in Shastri Nagar
1223,"₹ 31.45 Lac
₹ 2,500/sq.ft.","1,257 sq.ft.
(117 sq.m.) Super built-up Area","2 BHK
3 Baths",2 BHK Residential Apartment in Jaisinghpura
1224,"₹ 11.5 Lac
₹ 3,212/sq.ft.","358 sq.ft.
(33 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Independent Builder Floor in Jagatpura
1225,"₹ 20.5 Lac
₹ 3,674/sq.ft.","558 sq.ft.
(52 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Hathoj
1226,"₹ 89.55 Lac
₹ 9,950/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","7 BHK
7 Baths",7 Bedroom Independent House in Murlipura
1227,"₹ 35 Lac
₹ 3,613/sq.ft.","968 sq.ft.
(90 sq.m.) Super built-up Area","2 BHK
2 Baths",2 BHK Residential Apartment in Ghat Ki Guni
1228,"₹ 18.26 Lac
₹ 1,222/sq.ft.","1,494 sq.ft.
(139 sq.m.) Plot Area",,Residential land / Plot in Bindayaka
1229,"₹ 66 Lac
₹ 4,500/sq.ft.","1,490 sq.ft.
(138 sq.m.) Super built-up Area","3 BHK
3 Baths",3 BHK Residential Apartment in Jagatpura
1230,"₹ 60 Lac
₹ 6,666/sq.ft.","900 sq.ft.
(84 sq.m.) Plot Area","2 BHK
2 Baths",2 Bedroom Independent House in Model Town
1231,"₹ 24 Lac
₹ 3,200/sq.ft.","750 sq.ft.
(70 sq.m.) Carpet Area","2 BHK
2 Baths",2 BHK Residential Apartment in Sikar Road
1232,"₹ 24.65 Lac
₹ 1,889/sq.ft.","1,305 sq.ft.
(121 sq.m.) Plot Area",,Residential land / Plot in Goner Road
1233,"₹ 65 Lac
₹ 4,981/sq.ft.","1,305 sq.ft.
(121 sq.m.) Plot Area","6 BHK
3 Baths",6 Bedroom Independent House in Goner Road
1234,"₹ 30 Lac
₹ 3,750/sq.ft.","800 sq.ft.
(74 sq.m.) Plot Area",,Residential land / Plot in Sirsi Road
1235,"₹ 50,000
₹ 36/sq.ft.","1,368 sq.ft.
(127 sq.m.) Carpet Area","1 BHK
1 Bath",1 BHK Residential Apartment in partap nagar
1236,"₹ 19.21 Lac
₹ 3,222/sq.ft.","585 sq.ft.
(54 sq.m.) Super built-up Area","1 BHK
1 Bath",1 BHK Residential Apartment in Vaishali Nagar
